Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
IG c383_heavy_IGHV5-51_IGHD3-3_IGHJ6,NA,NA,NA,69068.83289,NA,100252.8577,NA,NA,NA,63348.12359,137813.4612,NA,114633.591,NA,20508.22203,NA,34135.51889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106024.6257
IG c385_light_IGKV1-27_IGKJ1,NA,22617.78284,NA,NA,56492.23219,NA,NA,NA,44422.00937,NA,NA,NA,NA,NA,NA,57314.9961,116571.4537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c387_light_IGLV1-40_IGLJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29118.42635,NA,NA,NA,NA
IG c38_light_IGLV9-49_IGLJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c395_light_IGLV1-44_IGLJ3,NA,36195.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42204.31335,NA,NA,NA,NA,NA,NA,61516.05,NA,NA,NA,NA,25563.51935,NA,NA,21006.73921,45057.46828,22349.90214
IG c398_heavy_IGHV1-2_IGHD3-22_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24304.4889,NA,NA,NA,NA,NA,14860.90724,NA,NA,NA,69353.47806,15918.11825,22100.12418,NA,25052.70753,NA,NA,NA
IG c399_heavy_IGHV4-39_IGHD5-24_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.029117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c399_light_IGKV1D-33_IGKJ4,NA,NA,NA,NA,NA,NA,57699.59215,NA,NA,34363.34956,NA,64938.78944,NA,NA,NA,NA,NA,NA,NA,NA,64213.53034,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c3_heavy_IGHV2-70_IGHD3-10_IGHJ3,NA,NA,NA,NA,NA,NA,5871.063013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c401_light_IGKV1-12_IGKJ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15055.2856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c408_light_IGKV4-1_IGKJ1,NA,NA,NA,NA,NA,NA,NA,NA,65385.30445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c408_light_IGKV4-1_IGKJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220818.7622,NA,NA,NA,NA,NA,NA,NA
IG c409_heavy_IGHV1-18_IGHD6-13_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,20813.16971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c40_heavy_IGHV4-31_IGHD2-21_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c411_heavy_IGHV4-39_IGHD6-19_IGHJ4,NA,NA,NA,NA,NA,NA,2159.527697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c412_light_IGLV3-19_IGLJ2,11169.28768,NA,NA,10254.11102,NA,12052.04992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18972.4232,NA,NA,NA,NA,NA
IG c412_light_IGLV6-57_IGLJ3,NA,NA,38711.69784,NA,NA,7366.027624,NA,NA,NA,NA,20508.22203,8275.932807,8535.474848,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c414_heavy_IGHV5-51_IGHD5-24_IGHJ4,NA,NA,NA,69068.83289,NA,100252.8577,NA,NA,NA,63348.12359,137813.4612,NA,114633.591,NA,20508.22203,NA,34135.51889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106024.6257
IG c414_light_IGKV1D-33_IGKJ5,NA,NA,NA,NA,NA,91744.69411,57699.59215,NA,28925.63016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139170.9772,NA,NA,NA,NA,215415.9041,NA,NA,NA
IG c416_heavy_IGHV1-18_IGHD3-3_IGHJ3,NA,NA,NA,NA,NA,2656.222586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c421_light_IGKV3-11_IGKJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149569.5803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c423_light_IGKV4-1_IGKJ2,NA,NA,NA,NA,NA,NA,NA,NA,2868.904547,NA,8046.574046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c42_heavy_IGHV1-18_IGHD1-26_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10918.33968,NA,NA,NA,1707.257679,NA,20471.61847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c430_light_IGKV3-11_IGKJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149569.5803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c438_light_IGLV7-46_IGLJ1,NA,NA,7586.927521,NA,14308.28005,NA,NA,20726.34539,NA,4317.711294,NA,NA,8515.672189,NA,3847.712018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5242.690568,9530.931807,NA,NA
IG c439_heavy_IGHV4-39_IGHD6-19_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c439_heavy_IGHV4-4_IGHD1-7_IGHJ4,NA,NA,NA,8728.038151,NA,NA,NA,NA,NA,NA,18309.7239,NA,NA,9824.162661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c445_heavy_IGHV1-18_IGHD5-12_IGHJ4,NA,NA,NA,NA,4123.613793,NA,NA,2783.540427,NA,NA,NA,NA,13972.41215,8944.403871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6775.478454,NA,NA,NA
IG c446_heavy_IGHV4-39_IGHD3-22_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4613.901204,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c448_heavy_IGHV4-59B_IGHD6-19_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c448_light_IGLV4-69_IGLJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824.5873362,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.46379455,NA,NA,NA,942.6834576,36.80427139,NA,NA
IG c44_heavy_IGHV2-5_IGHD5-18_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.286349,NA,NA,NA,NA,NA,NA,NA
IG c452_heavy_IGHV5-51_IGHD7-27_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,34135.51889,NA,NA,NA,NA,NA,NA,76741.71413,NA,NA,NA,NA,NA,NA
IG c452_light_IGLV1-44_IGLJ2 (IG c692_light_IGLV1-44_IGLJ2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.18889198,NA,NA,826.5511585
IG c453_heavy_IGHV2-5_IGHD4-17_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.286349,NA,NA,NA,NA,NA,NA,NA
IG c455_light_IGLV2-14_IGLJ3,NA,NA,3029.785685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c456_light_IGKV3-15_IGKJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28872.28587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59066.60289,NA
IG c457_heavy_IGHV4-61_IGHD1-26_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c458_heavy_IGHV5-51_IGHD3-22_IGHJ4,NA,NA,NA,69068.83289,NA,100252.8577,NA,NA,NA,63348.12359,137813.4612,NA,114633.591,NA,20508.22203,NA,34135.51889,NA,100227.1882,NA,79352.51182,NA,NA,NA,NA,NA,NA,NA,NA,106024.6257
IG c458_light_IGLV6-57_IGLJ2,NA,NA,NA,NA,NA,7366.027624,NA,NA,NA,NA,20508.22203,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,NA,9767.525004,NA,NA,NA,NA,NA,NA,NA,NA
IG c463_heavy_IGHV3-49_IGHD3-10_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29531.44651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c466_heavy_IGHV4-59B_IGHD3-3_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c467_light_IGLV1-47_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,35394.27369,NA,NA,NA,NA,NA
IG c469_heavy_IGHV6-1_IGHD3-16_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.3872306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c474_light_IGKV3-15_IGKJ2,109276.6415,NA,108212.7993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c478_heavy_IGHV5-51_IGHD2-2_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,34135.51889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c480_light_IGLV6-57_IGLJ3,NA,NA,38711.69784,NA,NA,7366.027624,NA,NA,NA,NA,20508.22203,8275.932807,8535.474848,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c482_light_IGKV2D-29_IGKJ1,NA,NA,NA,7394.565352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c484_light_IGLV1-44_IGLJ3,NA,36195.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42204.31335,NA,NA,NA,NA,28246.69898,NA,61516.05,NA,NA,NA,NA,25563.51935,NA,NA,21006.73921,45057.46828,22349.90214
IG c485_heavy_IGHV4-59_IGHD1-26_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c488_light_IGKV3-15_IGKJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28872.28587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c489_light_IGLV1-44_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26124.42512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c489_light_IGLV1-47_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,35394.27369,NA,NA,NA,NA,NA
IG c492_light_IGLV1-44_IGLJ2,NA,36195.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42204.31335,NA,NA,NA,NA,28246.69898,NA,61516.05,NA,NA,NA,NA,25563.51935,NA,NA,21006.73921,45057.46828,22349.90214
IG c499_light_IGKV1-27_IGKJ3,NA,NA,NA,NA,NA,NA,NA,NA,44422.00937,NA,92647.61269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c500_light_IGKV2-28_IGKJ1 (IGL c3060_light_IGKV2-28_IGKJ1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116184.0194,NA,NA,NA,NA,104338.1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c504_light_IGLV3-25_IGLJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8684.030931,NA,NA,NA,NA,NA,NA,10003.65595,NA,8647.5203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c506_heavy_IGHV4-59B_IGHD1-1_IGHJ6,NA,NA,NA,NA,NA,7622.117269,NA,1419.626356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c508_light_IGLV1-47_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,35394.27369,NA,NA,NA,NA,NA
IG c508_light_IGLV8-61_IGLJ2 (IG c533_light_IGLV8-61_IGLJ2),NA,NA,NA,NA,NA,3608.898373,NA,NA,NA,1617.455403,NA,NA,NA,NA,638.839417,NA,NA,NA,NA,NA,8327.608479,NA,NA,NA,NA,NA,5736.951202,NA,NA,NA
IG c510_light_IGLV1-51_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33514.55754,NA
IG c512_light_IGLV1-47_IGLJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,35394.27369,NA,NA,NA,NA,NA
IG c513_light_IGLV1-47_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508.22203,NA,NA,NA,35394.27369,NA,NA,NA,NA,NA
IG c517_light_IGLV1-40_IGLJ3 (IG c543_light_IGLV1-40_IGLJ3) (IG c952_light_IGLV1-40_IGLJ3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48299.3433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c522_heavy_IGHV5-51_IGHD6-13_IGHJ4,NA,NA,NA,NA,NA,100252.8577,NA,NA,NA,63348.12359,NA,NA,114633.591,NA,20508.22203,NA,34135.51889,NA,100227.1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c529_light_IGKV4-1_IGKJ1,NA,NA,NA,61302.56707,129369.9192,NA,NA,NA,NA,NA,NA,NA,NA,NA,74128.49372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c533_light_IGLV1-36_IGLJ2,NA,8912.802362,1642.093988,NA,NA,NA,NA,NA,NA,NA,1222.989302,18.51967935,NA,958.662305,NA,315.8375001,NA,805.1837012,23.30309569,657.84523,NA,833.3638745,NA,32.58451697,18.49191455,NA,377.5884845,NA,NA,148.1085142
IG c536_heavy_IGHV5-51_IGHD3-3_IGHJ4,NA,NA,NA,NA,NA,100252.8577,NA,NA,NA,63348.12359,NA,NA,114633.591,NA,20508.22203,NA,34135.51889,NA,100227.1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c537_heavy_IGHV4-61_IGHD3-3_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824.162661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c538_light_IGLV6-57_IGLJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8275.932807,NA,NA,4614.464338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5083.683015,NA,NA,NA,4352.614922
IG c542_heavy_IGHV4-31_IGHD3-16_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c545_heavy_IGHV3-48_IGHD2-8_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,34835.28046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c546_heavy_IGHV4-4_IGHD1-26_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824.162661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c547_heavy_IGHV1-2_IGHD3-22_IGHJ3,NA,NA,NA,NA,NA,NA,NA,44856.66346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c548_heavy_IGHV2-5_IGHD3-3_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.286349,NA,NA,NA,NA,NA,NA,NA
IG c54_light_IGLV2-14_IGLJ3,3018.993279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c550_heavy_IGHV3-73_IGHD3-3_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27987.56359,NA,NA,NA,9057.233959,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c551_light_IGLV7-43_IGLJ3,NA,NA,7586.927521,NA,NA,NA,NA,20726.34539,NA,4317.711294,NA,NA,8515.672189,NA,3847.712018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5242.690568,9530.931807,NA,NA
IG c555_light_IGLV1-44_IGLJ2,NA,36195.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42204.31335,NA,NA,NA,NA,28246.69898,NA,61516.05,NA,NA,NA,NA,25563.51935,NA,NA,21006.73921,45057.46828,22349.90214
IG c556_heavy_IGHV5-51_IGHD6-19_IGHJ2,134462.868,NA,NA,NA,NA,NA,NA,NA,NA,63348.12359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93604.83318,NA,NA,NA
IG c557_light_IGKV4-1_IGKJ1,NA,NA,NA,NA,NA,272601.294,NA,NA,NA,NA,NA,NA,NA,NA,74128.49372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84651.04702,284241.9451,NA,NA,NA
IG c557_light_IGLV3-25_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17420.32473,NA,NA,NA,NA,NA
IG c559_heavy_IGHV4-61_IGHD3-3_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824.162661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c560_heavy_IGHV1-69_IGHD4-17_IGHJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88884.46169,NA,NA,NA,NA,NA,NA
IG c560_light_IGKV4-1_IGKJ2,NA,NA,NA,NA,NA,NA,NA,NA,2868.904547,NA,8046.574046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c561_heavy_IGHV4-31_IGHD2-8_IGHJ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c562_light_IGLV1-40_IGLJ1,NA,NA,115751.0987,37754.48916,126130.8341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c562_light_IGLV2-14_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.7102946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c565_light_IGLV3-19_IGLJ2,11169.28768,NA,NA,10254.11102,NA,12052.04992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14988.79054,NA,NA,18972.4232,NA,NA,NA,NA,NA
IG c567_light_IGLV2-14_IGLJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.7102946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c568_heavy_IGHV4-31_IGHD6-19_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c569_light_IGLV1-40_IGLJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29118.42635,NA,NA,NA,NA
IG c56_heavy_IGHV3-49_IGHD1-7_IGHJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29531.44651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c56_light_IGKV4-1_IGKJ2,NA,NA,NA,NA,NA,NA,NA,NA,2868.904547,NA,8046.574046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c571_light_IGLV2-14_IGLJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.7102946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c571_light_IGLV2-23_IGLJ2,507.4627944,1059.819952,574.0190238,NA,734.460991,1388.293057,813.2441966,1435.578334,NA,899.3912895,732.134987,896.7484398,953.6021534,NA,544.0664243,NA,1155.19755,NA,NA,1198.15,NA,3836.676566,NA,NA,2491.402909,931.4710768,550.0416499,3549.36078,703.4186914,NA
IG c573_light_IGKV3D-15_IGKJ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7638.933968,NA,NA,NA,NA,NA,NA,7196.725127,14712.6881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c574_heavy_IGHV4-61_IGHD3-16_IGHJ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824.162661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c575_heavy_IGHV4-31_IGHD1-26_IGHJ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c575_light_IGLV2-23_IGLJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110.538681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c576_light_IGLV4-69_IGLJ2,NA,NA,NA,NA,NA,338.0628539,NA,NA,NA,NA,NA,NA,824.5873362,NA,NA,NA,NA,NA,NA,1575.03,NA,NA,85.46379455,404.3226851,NA,NA,942.6834576,36.80427139,352.4897492,433.9698498
IG c57_heavy_IGHV4-61_IGHD3-10_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824.162661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c581_light_IGLV3-19_IGLJ1,NA,NA,NA,10254.11102,NA,12052.04992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18972.4232,NA,NA,NA,NA,NA
IG c583_heavy_IGHV1-2_IGHD4-17_IGHJ2,NA,NA,NA,NA,NA,NA,NA,2783.540427,NA,NA,NA,NA,NA,8944.403871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6775.478454,NA,NA,NA
IG c584_light_IGLV4-69_IGLJ2,NA,NA,NA,NA,NA,338.0628539,NA,NA,NA,NA,NA,NA,824.5873362,NA,NA,NA,NA,NA,NA,1575.03,NA,NA,85.46379455,404.3226851,NA,NA,942.6834576,36.80427139,352.4897492,433.9698498
IG c587_heavy_IGHV4-59B_IGHD3-10_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.254935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c587_light_IGLV1-51_IGLJ3,NA,NA,NA,NA,NA,28651.28726,NA,NA,NA,NA,NA,NA,NA,53162.37402,NA,39903.96028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c588_light_IGKV1-33_IGKJ2,18624.56847,10313.33359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190487.8389,NA,NA
IG c591_heavy_IGHV4-39_IGHD3-22_IGHJ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.029117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IG c594_light_IGLV2-14_IGLJ3,3018.993279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
