Entry,Gene Names,Protein names,Query_original,Query_clean
P01859,IGHG2,Immunoglobulin heavy constant gamma 2 (Ig gamma-2 chain C region) (Ig gamma-2 chain C region DOT) (Ig gamma-2 chain C region TIL) (Ig gamma-2 chain C region ZIE),Immunoglobulin heavy constant gamma 2 (Ig gamma-2 chain C region) (Ig gamma-2 chain C region DOT) (Ig gamma-2 chain C region TIL) (Ig gamma-2 chain C region ZIE),Immunoglobulin heavy constant gamma 2
P01861,IGHG4,Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region),Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region),Immunoglobulin heavy constant gamma 4
P01871,IGHM,Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),Immunoglobulin heavy constant mu
A0A0A0MS14,IGHV1-45,Immunoglobulin heavy variable 1-45,Immunoglobulin heavy variable 1-45,Immunoglobulin heavy variable 1-45
A0A0J9YX35,IGHV3-64D,Immunoglobulin heavy variable 3-64D,Immunoglobulin heavy variable 3-64D,Immunoglobulin heavy variable 3-64D
A0A0B4J1Y9,IGHV3-72,Immunoglobulin heavy variable 3-72,Immunoglobulin heavy variable 3-72,Immunoglobulin heavy variable 3-72
A0A4W8ZXM2,IGHV3-72,Immunoglobulin heavy variable 3-72,Immunoglobulin heavy variable 3-72,Immunoglobulin heavy variable 3-72
A0A0B4J1X5,IGHV3-74,Immunoglobulin heavy variable 3-74,Immunoglobulin heavy variable 3-74,Immunoglobulin heavy variable 3-74
A0A0B4J2B5,IGHV3OR16-9,Immunoglobulin heavy variable 3/OR16-9 (non-functional),Immunoglobulin heavy variable 3/OR16-9 (non-functional),Immunoglobulin heavy variable 3/OR16-9
P0DOX7,,Immunoglobulin kappa light chain (Immunoglobulin kappa light chain EU),Immunoglobulin kappa light chain (Immunoglobulin kappa light chain EU),Immunoglobulin kappa light chain
Q96SA9,,Anti-streptococcal/anti-myosin immunoglobulin kappa light chain variable region,Immunoglobulin kappa light chain (Immunoglobulin kappa light chain EU),Immunoglobulin kappa light chain
P01599,IGKV1-17,Immunoglobulin kappa variable 1-17 (Ig kappa chain V-I region Gal) (Ig kappa chain V-I region WEA),Immunoglobulin kappa variable 1-17 (Ig kappa chain V-I region Gal) (Ig kappa chain V-I region WEA),Immunoglobulin kappa variable 1-17
A0A0C4DH72,IGKV1-6,Immunoglobulin kappa variable 1-6,Immunoglobulin kappa variable 1-6,Immunoglobulin kappa variable 1-6
A0A075B7D4,IGKV1OR2-108,Immunoglobulin kappa variable 1/OR2-108 (non-functional),Immunoglobulin kappa variable 1/OR2-108 (non-functional),Immunoglobulin kappa variable 1/OR2-108
A0A0C4DH68,IGKV2-24,Immunoglobulin kappa variable 2-24,Immunoglobulin kappa variable 2-24,Immunoglobulin kappa variable 2-24
P0CF74,IGLC6,Immunoglobulin lambda constant 6 (Ig lambda-6 chain C region),Immunoglobulin lambda constant 6 (Ig lambda-6 chain C region),Immunoglobulin lambda constant 6
A0A0B4J1U3,IGLV1-36,Immunoglobulin lambda variable 1-36,Immunoglobulin lambda variable 1-36,Immunoglobulin lambda variable 1-36
A0A087WSX0,IGLV5-45,Immunoglobulin lambda variable 5-45,Immunoglobulin lambda variable 5-45,Immunoglobulin lambda variable 5-45
A0A0G2JSC0,IGLV5-45,Immunoglobulin lambda variable 5-45,Immunoglobulin lambda variable 5-45,Immunoglobulin lambda variable 5-45
P0DOX8,,Immunoglobulin lambda-1 light chain (Immunoglobulin lambda-1 light chain MCG),Immunoglobulin lambda-1 light chain (Immunoglobulin lambda-1 light chain MCG),Immunoglobulin lambda-1 light chain
P15814,IGLL1 IGL1,Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b),Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b),Immunoglobulin lambda-like polypeptide 1
C9JEE0,IGLL1,Immunoglobulin lambda like polypeptide 1,Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b),Immunoglobulin lambda-like polypeptide 1
P0DOX6,,Immunoglobulin mu heavy chain (Immunoglobulin mu heavy chain OU),Immunoglobulin mu heavy chain (Immunoglobulin mu heavy chain OU),Immunoglobulin mu heavy chain
O95861,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (Bisphosphate 3'-nucleotidase 1) (BPntase 1) (HsPIP) (Inositol-polyphosphate 1-phosphatase) (EC 3.1.3.57)",Inositol polyphosphate-1-phosphatase,Inositol polyphosphate-1-phosphatase
P49441,INPP1,Inositol polyphosphate 1-phosphatase (IPP) (IPPase) (EC 3.1.3.57),Inositol polyphosphate-1-phosphatase,Inositol polyphosphate-1-phosphatase
Q6IBG4,INPP1 hCG_24794,Inositol polyphosphate 1-phosphatase (EC 3.1.3.57),Inositol polyphosphate-1-phosphatase,Inositol polyphosphate-1-phosphatase
B5BU62,INPP1,Inositol polyphosphate 1-phosphatase (EC 3.1.3.57),Inositol polyphosphate-1-phosphatase,Inositol polyphosphate-1-phosphatase
B3KSH8,,Inositol polyphosphate 1-phosphatase (EC 3.1.3.57),Inositol polyphosphate-1-phosphatase,Inositol polyphosphate-1-phosphatase
P17936,IGFBP3 IBP3,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin like growth factor binding protein 3,Insulin like growth factor binding protein 3
Q86XT9,TMEM219,Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219),Insulin like growth factor binding protein 3,Insulin like growth factor binding protein 3
A6XND0,IGFBP3,Insulin-like growth factor-binding protein 3,Insulin like growth factor binding protein 3,Insulin like growth factor binding protein 3
B3KVF9,,Insulin-like growth factor-binding protein 3,Insulin like growth factor binding protein 3,Insulin like growth factor binding protein 3
B4DN53,,Insulin-like growth factor-binding protein 3,Insulin like growth factor binding protein 3,Insulin like growth factor binding protein 3
P01344,IGF2 IGF-2 PP1446,Insulin-like growth factor 2 (Insulin-like growth factor II) (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II,Insulin-like growth factor II
P11717,IGF2R MPRI,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),Insulin-like growth factor II,Insulin-like growth factor II
P09565,GIG44 PP9974,Putative insulin-like growth factor 2-associated protein (Cell growth-inhibiting gene 44 protein) (Insulin-like growth factor II-associated protein),Insulin-like growth factor II,Insulin-like growth factor II
A8K6C9,,Insulin-like growth factor 2 (Insulin-like growth factor II),Insulin-like growth factor II,Insulin-like growth factor II
Q59EZ3,,Cation-independent mannose-6-phosphate receptor (300 kDa mannose 6-phosphate receptor) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (M6P/IGF2 receptor),Insulin-like growth factor II,Insulin-like growth factor II
P01344,IGF2 IGF-2 PP1446,Insulin-like growth factor 2 (Insulin-like growth factor II) (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II
P11717,IGF2R MPRI,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II
P09565,GIG44 PP9974,Putative insulin-like growth factor 2-associated protein (Cell growth-inhibiting gene 44 protein) (Insulin-like growth factor II-associated protein),Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II
A8K6C9,,Insulin-like growth factor 2 (Insulin-like growth factor II),Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II
Q59EZ3,,Cation-independent mannose-6-phosphate receptor (300 kDa mannose 6-phosphate receptor) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (M6P/IGF2 receptor),Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin],Insulin-like growth factor II
P18065,IGFBP2 BP2 IBP2,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),Insulin-like growth factor-binding protein 2
C9JMY1,IGFBP2,Insulin-like growth factor-binding protein 2,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),Insulin-like growth factor-binding protein 2
C9JW52,IGFBP2,Insulin like growth factor binding protein 2,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),Insulin-like growth factor-binding protein 2
H7C1H0,IGFBP2,Insulin like growth factor binding protein 2,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),Insulin-like growth factor-binding protein 2
Q59FF1,,Insulin-like growth factor binding protein 2 variant,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),Insulin-like growth factor-binding protein 2
P17936,IGFBP3 IBP3,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3
Q86XT9,TMEM219,Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219),Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3
A6XND0,IGFBP3,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3
B3KVF9,,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3
B4DN53,,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3
P17936,IGFBP3 IBP3,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3
Q86XT9,TMEM219,Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219),Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3
A6XND0,IGFBP3,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3
B3KVF9,,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3
B4DN53,,Insulin-like growth factor-binding protein 3,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),Insulin-like growth factor-binding protein 3
P35858,IGFALS ALS,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),Insulin-like growth factor-binding protein complex acid labile subunit (ALS),Insulin-like growth factor-binding protein complex acid labile subunit
Q8TAY0,IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),Insulin-like growth factor-binding protein complex acid labile subunit
B0AZL7,,Insulin-like growth factor-binding protein complex acid labile subunit,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),Insulin-like growth factor-binding protein complex acid labile subunit
Q86UX2,ITIH5 KIAA1953 PP14776 UNQ311/PRO354,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),"Inter-alpha (Globulin) inhibitor H2 (cDNA FLJ75038, highly similar to Homo sapiens inter-alpha (globulin) inhibitor H2 (ITIH2), mRNA)",Inter-alpha
Q14624,ITIH4 IHRP ITIHL1 PK120 PRO1851,Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],"Inter-alpha (Globulin) inhibitor H2 (cDNA FLJ75038, highly similar to Homo sapiens inter-alpha (globulin) inhibitor H2 (ITIH2), mRNA)",Inter-alpha
P19823,ITIH2 IGHEP2,Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),"Inter-alpha (Globulin) inhibitor H2 (cDNA FLJ75038, highly similar to Homo sapiens inter-alpha (globulin) inhibitor H2 (ITIH2), mRNA)",Inter-alpha
P19827,ITIH1 IGHEP1,Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1) (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein) (SHAP),"Inter-alpha (Globulin) inhibitor H2 (cDNA FLJ75038, highly similar to Homo sapiens inter-alpha (globulin) inhibitor H2 (ITIH2), mRNA)",Inter-alpha
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),"Inter-alpha (Globulin) inhibitor H2 (cDNA FLJ75038, highly similar to Homo sapiens inter-alpha (globulin) inhibitor H2 (ITIH2), mRNA)",Inter-alpha
Q86UX2,ITIH5 KIAA1953 PP14776 UNQ311/PRO354,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),Inter-alpha (Globulin) inhibitor H4 (Plasma Kallikrein-sensitive glycoprotein),Inter-alpha
Q14624,ITIH4 IHRP ITIHL1 PK120 PRO1851,Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],Inter-alpha (Globulin) inhibitor H4 (Plasma Kallikrein-sensitive glycoprotein),Inter-alpha
P19823,ITIH2 IGHEP2,Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha (Globulin) inhibitor H4 (Plasma Kallikrein-sensitive glycoprotein),Inter-alpha
P19827,ITIH1 IGHEP1,Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1) (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha (Globulin) inhibitor H4 (Plasma Kallikrein-sensitive glycoprotein),Inter-alpha
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha (Globulin) inhibitor H4 (Plasma Kallikrein-sensitive glycoprotein),Inter-alpha
Q5T985,ITIH2,Inter-alpha-trypsin inhibitor heavy chain 2,Inter-alpha-trypsin inhibitor heavy chain 2,Inter-alpha-trypsin inhibitor heavy chain 2
Q5T987,ITIH2,Inter-alpha-trypsin inhibitor heavy chain 2,Inter-alpha-trypsin inhibitor heavy chain 2,Inter-alpha-trypsin inhibitor heavy chain 2
P19823,ITIH2 IGHEP2,Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H2
B4DM79,,"cDNA FLJ53848, highly similar to Inter-alpha-trypsin inhibitor heavy chain H2",Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H2
Q96JV8,,"cDNA FLJ14943 fis, clone PLACE1011371, weakly similar to INTER-ALPHA-TRYPSIN INHIBITOR HEAVY CHAIN H2",Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H2
Q96JW9,,"cDNA FLJ14925 fis, clone PLACE1008643, weakly similar to INTER-ALPHA-TRYPSIN INHIBITOR HEAVY CHAIN H2",Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H2
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3
A0A994J439,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3
B4DPQ4,,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3
E7ET33,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H3
A0A994J439,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H3
B4DPQ4,,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H3
E7ET33,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),Inter-alpha-trypsin inhibitor heavy chain H3
Q14624,ITIH4 IHRP ITIHL1 PK120 PRO1851,Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],Inter-alpha-trypsin inhibitor heavy chain H4
B7Z551,,"cDNA FLJ60767, highly similar to Inter-alpha-trypsin inhibitor heavy chain H4",Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],Inter-alpha-trypsin inhibitor heavy chain H4
B7Z544,,"cDNA FLJ51742, highly similar to Inter-alpha-trypsin inhibitor heavy chain H4",Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],Inter-alpha-trypsin inhibitor heavy chain H4
B7Z8Q7,,"cDNA FLJ53871, highly similar to Inter-alpha-trypsin inhibitor heavy chain H4",Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],Inter-alpha-trypsin inhibitor heavy chain H4
Q7Z7G8,VPS13B CHS1 COH1 KIAA0532,Intermembrane lipid transfer protein VPS13B (Cohen syndrome protein 1) (Vacuolar protein sorting-associated protein 13B),Intermembrane lipid transfer protein VPS13B (Cohen syndrome protein 1) (Vacuolar protein sorting-associated protein 13B),Intermembrane lipid transfer protein VPS13B
Q5THJ4,VPS13D KIAA0453,Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D),Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D),Intermembrane lipid transfer protein VPS13D
P01591,JCHAIN IGCJ IGJ,Immunoglobulin J chain (Joining chain of multimeric IgA and IgM),Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM
D6RD17,JCHAIN,Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM
C9JA05,JCHAIN,Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM
D6RHJ6,JCHAIN,Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM,Joining chain of multimeric IgA and IgM
Q6PF15,KLHL35,Kelch-like protein 35,Kelch-like protein 35,Kelch-like protein 35
P13647,KRT5,"Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)",Keratin 5,Keratin 5
B4DL32,,"Keratin, type II cytoskeletal 5 (Cytokeratin-5) (Keratin-5) (Type-II keratin Kb5)",Keratin 5,Keratin 5
B4E1T1,,"Keratin, type II cytoskeletal 5 (Cytokeratin-5) (Keratin-5) (Type-II keratin Kb5)",Keratin 5,Keratin 5
H0YI76,KRT5,"Keratin, type II cytoskeletal 5 (Cytokeratin-5) (Keratin-5) (Type-II keratin Kb5)",Keratin 5,Keratin 5
F8VV57,KRT5,Keratin 5,Keratin 5,Keratin 5
P04264,KRT1 KRTA,"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRF9,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRF8,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRG0,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
H6VRG2,KRT1,"Keratin, type II cytoskeletal 1 (Cytokeratin-1) (Keratin-1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","Keratin, type II cytoskeletal 1"
